status_id,status_message,link_name,status_type,"status,_link",status_published,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
7331091005_10154110000000176,"""Ben Simmons opts out of his contract, testing free agency this summer. (reportedly)""","""Ben Simmons update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000176,"June 02, 2016 04:32",7692,39885,31193,13536,15892,38851,11959,22777
7331091005_10154110000000177,"""James Harden was traded last night, and fans are still reacting. (sources say)""","""James Harden update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000177,2016/06/02 07:36,29657,45511,14451,2115,8956,3708,29698,5605
7331091005_10154110000000178,"""Chris Paul makes franchise history with a record-breaking night. (via NBA TV)""","""Chris Paul update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000178,"June 02, 2016 04:46",11222,4435,14579,10651,23687,11942,44632,10884
7331091005_10154110000000179,"""Derrick Rose delivers a clutch performance in the final minutes. (reportedly)""","""Derrick Rose update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000179,2016-06-01 22:55:00,49634,22358,25211,30048,33327,31706,27099,10312
7331091005_10154110000000180,"""James Harden addresses rumors in a candid interview. (via Twitter)""","""James Harden update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000180,2016-06-02 05:00:00,47992,42515,26085,49797,30336,16961,39080,33585
7331091005_10154110000000181,"""Derrick Rose makes franchise history with a record-breaking night. (reportedly)""","""Derrick Rose update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000181,"June 02, 2016 08:08",42449,7529,16009,21627,35524,29194,14168,20279
7331091005_10154110000000182,"""Ben Simmons delivers a clutch performance in the final minutes. (via Twitter)""","""Ben Simmons update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000182,"June 02, 2016 23:26",26687,6407,12993,10248,23252,7076,449,39343
7331091005_10154110000000183,"""Stephen Curry makes franchise history with a record-breaking night. (reportedly)""","""Stephen Curry update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000183,"June 02, 2016 08:24",12185,49010,35054,42337,5457,39212,42751,4330
7331091005_10154110000000184,"""Stephen Curry leads his team to a huge comeback win, silencing critics. (sources say)""","""Stephen Curry update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000184,"June 02, 2016 23:52",17423,40189,3433,29436,11039,27940,30600,12032
7331091005_10154110000000185,"""Derrick Rose suffers an injury ahead of the playoffs, sources say. (via ESPN)""","""Derrick Rose update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000185,2016-06-02 05:35:00,22664,12925,5861,35714,4605,19018,2147,10729
7331091005_10154110000000186,"""Chris Paul opts out of his contract, testing free agency this summer. (via Twitter)""","""Chris Paul update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000186,"June 02, 2016 15:00",4536,25521,35364,22468,8013,298,3340,20401
7331091005_10154110000000187,"""Kawhi Leonard addresses rumors in a candid interview. (reportedly)""","""Kawhi Leonard update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000187,2016-06-02 02:42:00,32869,18653,12295,45770,35906,31883,3645,49850
7331091005_10154110000000188,"""James Harden suffers an injury ahead of the playoffs, sources say. (via ESPN)""","""James Harden update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000188,"June 03, 2016 07:00",39566,25577,37450,5850,22044,32385,21653,28775
7331091005_10154110000000189,"""Stephen Curry makes franchise history with a record-breaking night. (via Twitter)""","""Stephen Curry update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000189,"June 02, 2016 12:21",36749,31451,35292,39900,276,28088,38886,29410
7331091005_10154110000000190,"""Derrick Rose addresses rumors in a candid interview. (via Twitter)""","""Derrick Rose update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000190,2016/06/01 20:40,7278,26487,24296,3954,23298,13980,26988,21629
7331091005_10154110000000191,"""Russell Westbrook was traded last night, and fans are still reacting. (reportedly)""","""Russell Westbrook update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000191,2016-06-03 04:34:00,46362,21646,41074,47819,21088,12215,20433,27983
7331091005_10154110000000192,"""Kyrie Irving will likely be the No. 1 pick of the NBA Draft, but who should it be? (reportedly)""","""Kyrie Irving update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000192,2016-06-02 06:24:00,20267,24398,48796,47661,5844,31883,31673,22740
7331091005_10154110000000193,"""Derrick Rose will likely be the No. 1 pick of the NBA Draft, but who should it be? (via ESPN)""","""Derrick Rose update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000193,2016-06-02 12:57:00,36741,21166,26009,38605,37045,3337,16597,19
7331091005_10154110000000194,"""Russell Westbrook was traded last night, and fans are still reacting. (via Twitter)""","""Russell Westbrook update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000194,2016-06-01 17:42:00,1955,45158,5770,15294,8689,46963,24171,28581
7331091005_10154110000000195,"""Russell Westbrook makes franchise history with a record-breaking night. (via Twitter)""","""Russell Westbrook update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000195,2016-06-03 02:15:00,35457,2957,42177,7708,6190,23321,25228,19206
7331091005_10154110000000196,"""Stephen Curry will likely be the No. 1 pick of the NBA Draft, but who should it be? (sources say)""","""Stephen Curry update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000196,"June 02, 2016 16:40",43359,39108,17132,4531,1751,43360,9297,6265
7331091005_10154110000000197,"""Ben Simmons is drawing interest from multiple teams, according to reports. (via ESPN)""","""Ben Simmons update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000197,2016-06-02 10:16:00,3850,37010,8783,26801,42670,33241,24355,23533
7331091005_10154110000000198,"""Ben Simmons was traded last night, and fans are still reacting. (sources say)""","""Ben Simmons update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000198,2016-06-01 21:12:00,13031,49401,22963,13540,41198,24102,3678,21833
7331091005_10154110000000199,"""Kevin Durant makes franchise history with a record-breaking night. (reportedly)""","""Kevin Durant update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000199,"June 03, 2016 06:26",40616,6019,49290,8769,11458,44492,6758,45792
7331091005_10154110000000200,"""Chris Paul delivers a clutch performance in the final minutes. (via Twitter)""","""Chris Paul update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000200,"June 03, 2016 10:00",4561,40249,44397,33602,5995,36131,32138,42815
7331091005_10154110000000201,"""Derrick Rose leads his team to a huge comeback win, silencing critics. (sources say)""","""Derrick Rose update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000201,"June 02, 2016 04:06",23207,15509,42677,21784,42235,16230,2529,369
7331091005_10154110000000202,"""Ben Simmons makes franchise history with a record-breaking night. (sources say)""","""Ben Simmons update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000202,"June 02, 2016 00:50",30227,38601,23470,16788,27860,27513,11215,27711
7331091005_10154110000000203,"""Kawhi Leonard makes franchise history with a record-breaking night. (via Twitter)""","""Kawhi Leonard update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000203,2016/06/03 07:22,14533,11361,1084,25461,9244,44279,17282,6915
7331091005_10154110000000204,"""James Harden just dropped a triple-double, and the crowd went crazy. (sources say)""","""James Harden update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000204,2016/06/02 14:36,39456,23934,32010,16606,25379,49587,28274,5273
7331091005_10154110000000205,"""Ben Simmons leads his team to a huge comeback win, silencing critics. (reportedly)""","""Ben Simmons update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000205,2016/06/03 01:00,31994,10919,20455,35461,44101,37978,6737,45471
7331091005_10154110000000206,"""Stephen Curry just dropped a triple-double, and the crowd went crazy. (via NBA TV)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000206,2016/06/02 01:10,20171,32745,20793,46254,40455,29849,18609,32583
7331091005_10154110000000207,"""Chris Paul is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Chris Paul update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000207,2016-06-03 11:45:00,32576,49247,12965,39476,5891,21033,10511,11523
7331091005_10154110000000208,"""Ben Simmons opts out of his contract, testing free agency this summer. (via Twitter)""","""Ben Simmons update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000208,2016-06-03 01:36:00,19889,15410,9742,13259,45664,33897,24304,26909
7331091005_10154110000000209,"""Kevin Durant makes franchise history with a record-breaking night. (via Twitter)""","""Kevin Durant update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000209,2016-06-02 11:52:00,4535,7350,10336,5158,21380,40205,16556,723
7331091005_10154110000000210,"""Russell Westbrook will likely be the No. 1 pick of the NBA Draft, but who should it be? (via NBA TV)""","""Russell Westbrook update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000210,"June 02, 2016 22:30",49643,31054,43010,34580,42901,24539,17861,41678
7331091005_10154110000000211,"""Russell Westbrook suffers an injury ahead of the playoffs, sources say. (via ESPN)""","""Russell Westbrook update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000211,2016/06/03 09:14,34607,48258,22242,4269,39372,43262,49323,25115
7331091005_10154110000000212,"""Kevin Durant makes franchise history with a record-breaking night. (via Twitter)""","""Kevin Durant update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000212,2016/06/01 18:36,3725,13322,7399,14920,43462,4925,44742,37986
7331091005_10154110000000213,"""Derrick Rose suffers an injury ahead of the playoffs, sources say. (sources say)""","""Derrick Rose update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000213,"June 03, 2016 02:36",43291,10365,1562,19916,32670,21032,45113,42142
7331091005_10154110000000214,"""Kevin Durant just dropped a triple-double, and the crowd went crazy. (via NBA TV)""","""Kevin Durant update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000214,"June 03, 2016 13:30",38336,46778,9554,32970,28460,20555,23990,5117
7331091005_10154110000000215,"""Russell Westbrook opts out of his contract, testing free agency this summer. (reportedly)""","""Russell Westbrook update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000215,2016/06/02 05:30,47310,15100,42076,47088,45578,30619,28727,36669
7331091005_10154110000000216,"""Derrick Rose is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Derrick Rose update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000216,2016-06-03 03:12:00,29779,39147,14027,39542,42983,19169,32072,28636
7331091005_10154110000000217,"""Derrick Rose addresses rumors in a candid interview. (via ESPN)""","""Derrick Rose update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000217,2016-06-02 16:33:00,48104,9923,23441,23762,34684,8639,34581,20665
7331091005_10154110000000218,"""Kevin Durant leads his team to a huge comeback win, silencing critics. (reportedly)""","""Kevin Durant update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000218,2016-06-01 22:32:00,20618,22136,24853,49789,36358,29892,46620,4493
7331091005_10154110000000219,"""Kevin Durant makes franchise history with a record-breaking night. (via NBA TV)""","""Kevin Durant update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000219,"June 03, 2016 11:06",35072,8134,36494,27683,1333,21267,18936,31184
7331091005_10154110000000220,"""Russell Westbrook just dropped a triple-double, and the crowd went crazy. (sources say)""","""Russell Westbrook update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000220,"June 02, 2016 02:20",7304,34210,39559,19431,46610,48545,14603,23881
7331091005_10154110000000221,"""Derrick Rose makes franchise history with a record-breaking night. (reportedly)""","""Derrick Rose update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000221,2016/06/02 06:06,38948,31458,11301,47873,24014,49027,37105,35249
7331091005_10154110000000222,"""Chris Paul addresses rumors in a candid interview. (via ESPN)""","""Chris Paul update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000222,"June 03, 2016 11:48",22489,2206,29874,39312,38885,25377,7429,46271
7331091005_10154110000000223,"""Kevin Durant was traded last night, and fans are still reacting. (via ESPN)""","""Kevin Durant update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000223,"June 03, 2016 08:19",24711,35661,30416,34867,39950,33964,31520,15368
7331091005_10154110000000224,"""Ben Simmons leads his team to a huge comeback win, silencing critics. (via NBA TV)""","""Ben Simmons update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000224,2016/06/02 10:08,22947,22754,22350,26030,57,10749,39891,42628
7331091005_10154110000000225,"""Derrick Rose suffers an injury ahead of the playoffs, sources say. (reportedly)""","""Derrick Rose update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000225,2016/06/03 12:30,8737,925,30559,31376,30913,24892,13666,9754
7331091005_10154110000000226,"""LeBron James just dropped a triple-double, and the crowd went crazy. (via ESPN)""","""LeBron James update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000226,2016-06-02 02:50:00,33495,37530,26500,8174,41890,39848,28231,42727
7331091005_10154110000000227,"""Stephen Curry addresses rumors in a candid interview. (via ESPN)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000227,"June 03, 2016 12:58",14413,2944,15170,1376,44181,9221,817,41278
7331091005_10154110000000228,"""Kevin Durant is drawing interest from multiple teams, according to reports. (reportedly)""","""Kevin Durant update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000228,2016/06/03 09:24,43351,21299,28567,44658,29303,23651,45582,30275
7331091005_10154110000000229,"""Chris Paul makes franchise history with a record-breaking night. (via Twitter)""","""Chris Paul update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000229,"June 01, 2016 19:27",21408,25702,38063,40294,44537,38495,48228,20848
7331091005_10154110000000230,"""Chris Paul suffers an injury ahead of the playoffs, sources say. (reportedly)""","""Chris Paul update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000230,"June 03, 2016 06:00",42507,39669,19202,13442,33685,11300,43538,12883
7331091005_10154110000000231,"""Chris Paul suffers an injury ahead of the playoffs, sources say. (via NBA TV)""","""Chris Paul update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000231,2016/06/02 18:39,11999,45540,17080,25985,24305,26806,7335,773
7331091005_10154110000000232,"""James Harden delivers a clutch performance in the final minutes. (via NBA TV)""","""James Harden update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000232,2016-06-02 14:56:00,42010,37634,49040,29670,44791,8047,11068,33685
7331091005_10154110000000233,"""Ben Simmons is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Ben Simmons update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000233,"June 02, 2016 15:04",10500,18822,7069,4245,41598,23762,45499,12454
7331091005_10154110000000234,"""Stephen Curry will likely be the No. 1 pick of the NBA Draft, but who should it be? (reportedly)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000234,2016/06/02 19:06,16559,23489,28218,180,16284,12272,4065,41071
7331091005_10154110000000235,"""Stephen Curry suffers an injury ahead of the playoffs, sources say. (via Twitter)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000235,2016/06/03 14:50,14681,47049,45563,34680,27044,44080,30876,9238
7331091005_10154110000000236,"""Kawhi Leonard makes franchise history with a record-breaking night. (via NBA TV)""","""Kawhi Leonard update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000236,2016-06-02 07:36:00,40870,10417,11898,12406,39544,44129,36793,23751
7331091005_10154110000000237,"""Kyrie Irving addresses rumors in a candid interview. (sources say)""","""Kyrie Irving update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000237,2016/06/01 19:51,16540,13019,35937,23036,6147,22326,34505,5178
7331091005_10154110000000238,"""Ben Simmons was traded last night, and fans are still reacting. (via NBA TV)""","""Ben Simmons update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000238,"June 03, 2016 19:30",13322,5987,9716,49674,48899,47213,7725,20929
7331091005_10154110000000239,"""Kawhi Leonard opts out of his contract, testing free agency this summer. (sources say)""","""Kawhi Leonard update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000239,2016-06-02 23:50:00,46201,5231,25803,1575,844,27660,13556,38864
7331091005_10154110000000240,"""LeBron James suffers an injury ahead of the playoffs, sources say. (via NBA TV)""","""LeBron James update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000240,"June 02, 2016 04:00",14514,12359,1653,10061,7726,24258,14262,38756
7331091005_10154110000000241,"""Ben Simmons just dropped a triple-double, and the crowd went crazy. (via Twitter)""","""Ben Simmons update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000241,2016/06/03 08:12,16557,15254,17318,22473,16743,27379,19548,32049
7331091005_10154110000000242,"""Ben Simmons addresses rumors in a candid interview. (via ESPN)""","""Ben Simmons update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000242,2016-06-03 00:20:00,9948,42551,33998,19404,35140,17661,3350,33640
7331091005_10154110000000243,"""LeBron James suffers an injury ahead of the playoffs, sources say. (via NBA TV)""","""LeBron James update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000243,2016-06-02 12:21:00,17125,46879,9769,49457,13324,10498,16217,16176
7331091005_10154110000000244,"""Kyrie Irving leads his team to a huge comeback win, silencing critics. (via ESPN)""","""Kyrie Irving update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000244,2016/06/03 08:48,6965,4626,49499,11113,48115,11548,18347,12685
7331091005_10154110000000245,"""Chris Paul will likely be the No. 1 pick of the NBA Draft, but who should it be? (via NBA TV)""","""Chris Paul update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000245,"June 01, 2016 20:15",31075,46699,23656,37324,41241,27556,43300,136
7331091005_10154110000000246,"""Kyrie Irving delivers a clutch performance in the final minutes. (via Twitter)""","""Kyrie Irving update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000246,"June 03, 2016 01:00",27200,18604,49112,28423,8010,19630,30088,104
7331091005_10154110000000247,"""Derrick Rose delivers a clutch performance in the final minutes. (sources say)""","""Derrick Rose update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000247,"June 03, 2016 09:24",35293,8075,13305,20744,47730,16431,31334,46249
7331091005_10154110000000248,"""Kawhi Leonard is drawing interest from multiple teams, according to reports. (sources say)""","""Kawhi Leonard update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000248,2016/06/03 13:44,34152,31910,42956,21072,12880,24523,26302,48614
7331091005_10154110000000249,"""Kawhi Leonard just dropped a triple-double, and the crowd went crazy. (via ESPN)""","""Kawhi Leonard update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000249,2016-06-02 17:12:00,17228,15137,37001,29293,34074,12423,32351,16680
7331091005_10154110000000250,"""Russell Westbrook makes franchise history with a record-breaking night. (via NBA TV)""","""Russell Westbrook update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000250,"June 02, 2016 13:10",21061,27765,41922,29127,49002,19656,32213,8132
7331091005_10154110000000251,"""Kyrie Irving makes franchise history with a record-breaking night. (via ESPN)""","""Kyrie Irving update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000251,2016/06/02 21:39,40899,17488,39107,20040,16963,41761,26061,39922
7331091005_10154110000000252,"""Ben Simmons is drawing interest from multiple teams, according to reports. (via ESPN)""","""Ben Simmons update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000252,2016-06-03 14:36:00,42189,5037,41326,39916,14682,8016,35520,47489
7331091005_10154110000000253,"""Kevin Durant leads his team to a huge comeback win, silencing critics. (via ESPN)""","""Kevin Durant update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000253,"June 03, 2016 19:02",33360,7789,21446,22146,35656,3125,16525,48550
7331091005_10154110000000254,"""Kawhi Leonard is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Kawhi Leonard update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000254,2016-06-02 17:52:00,27578,28136,44881,22974,5920,31917,37932,7656
7331091005_10154110000000255,"""LeBron James will likely be the No. 1 pick of the NBA Draft, but who should it be? (via ESPN)""","""LeBron James update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000255,2016/06/01 20:45,38691,10721,848,478,20930,34800,30063,27098
7331091005_10154110000000256,"""Kyrie Irving will likely be the No. 1 pick of the NBA Draft, but who should it be? (via Twitter)""","""Kyrie Irving update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000256,"June 03, 2016 02:40",38661,37014,43905,19365,12051,14355,3403,24292
7331091005_10154110000000257,"""Stephen Curry leads his team to a huge comeback win, silencing critics. (reportedly)""","""Stephen Curry update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000257,2016/06/03 15:41,49803,25193,13747,38,28814,39375,33790,12469
7331091005_10154110000000258,"""Kevin Durant is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Kevin Durant update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000258,2016/06/02 22:42,5588,16114,30762,22705,9602,4566,22153,36185
7331091005_10154110000000259,"""Stephen Curry will likely be the No. 1 pick of the NBA Draft, but who should it be? (via ESPN)""","""Stephen Curry update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000259,2016-06-03 11:48:00,10169,3458,10619,44018,34908,42844,23190,48125
7331091005_10154110000000260,"""Chris Paul leads his team to a huge comeback win, silencing critics. (sources say)""","""Chris Paul update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000260,"June 03, 2016 03:20",39711,39963,31472,33440,13437,45653,37852,34075
7331091005_10154110000000261,"""Ben Simmons is drawing interest from multiple teams, according to reports. (via ESPN)""","""Ben Simmons update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000261,"June 03, 2016 07:51",4323,33534,28036,24749,27756,28328,20724,12165
7331091005_10154110000000262,"""Stephen Curry opts out of his contract, testing free agency this summer. (reportedly)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000262,2016-06-03 21:08:00,44051,984,49039,13733,44738,30300,49288,29035
7331091005_10154110000000263,"""James Harden was traded last night, and fans are still reacting. (via NBA TV)""","""James Harden update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000263,2016-06-02 14:41:00,23544,12336,33248,9531,48830,49238,22993,34336
7331091005_10154110000000264,"""Russell Westbrook addresses rumors in a candid interview. (reportedly)""","""Russell Westbrook update, breaking news""",photo,https://www.facebook.com/bleacherreport/posts/10154110000000264,"June 02, 2016 10:24",46749,21902,15347,46302,593,37896,39352,38888
7331091005_10154110000000265,"""Kawhi Leonard delivers a clutch performance in the final minutes. (sources say)""","""Kawhi Leonard update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000265,2016-06-03 17:25:00,39563,27655,23774,39575,11092,43546,48739,21379
7331091005_10154110000000266,"""Kyrie Irving is drawing interest from multiple teams, according to reports. (via NBA TV)""","""Kyrie Irving update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000266,2016/06/03 04:20,6841,23397,22047,19334,3888,16938,12442,39810
7331091005_10154110000000267,"""Chris Paul will likely be the No. 1 pick of the NBA Draft, but who should it be? (via Twitter)""","""Chris Paul update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000267,2016/06/02 19:36,28308,27596,25497,8851,25003,46296,18258,48502
7331091005_10154110000000268,"""Ben Simmons just dropped a triple-double, and the crowd went crazy. (via ESPN)""","""Ben Simmons update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000268,2016/06/02 06:20,9716,939,9206,6332,3882,1753,34425,23668
7331091005_10154110000000269,"""Kevin Durant is drawing interest from multiple teams, according to reports. (reportedly)""","""Kevin Durant update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000269,2016-06-03 13:48:00,23950,21224,5959,40846,11908,43351,41813,35267
7331091005_10154110000000270,"""Kawhi Leonard leads his team to a huge comeback win, silencing critics. (via Twitter)""","""Kawhi Leonard update, breaking news""",video,https://www.facebook.com/bleacherreport/posts/10154110000000270,"June 01, 2016 21:30",18678,32214,4484,25482,9742,25978,17368,49365
7331091005_10154110000000271,"""Stephen Curry delivers a clutch performance in the final minutes. (via Twitter)""","""Stephen Curry update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000271,2016/06/03 00:39,14847,44437,19054,12519,43630,15368,49498,26799
7331091005_10154110000000272,"""Kyrie Irving makes franchise history with a record-breaking night. (via ESPN)""","""Kyrie Irving update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000272,2016/06/03 05:20,21066,19724,30073,31144,34255,15240,2657,42847
7331091005_10154110000000273,"""LeBron James will likely be the No. 1 pick of the NBA Draft, but who should it be? (via Twitter)""","""LeBron James update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000273,2016-06-03 19:09:00,46288,13080,1305,44882,44267,38121,47558,14586
7331091005_10154110000000274,"""Kevin Durant delivers a clutch performance in the final minutes. (sources say)""","""Kevin Durant update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000274,"June 02, 2016 20:32",25990,47660,25248,28027,19007,20951,1152,22241
7331091005_10154110000000275,"""Kyrie Irving is drawing interest from multiple teams, according to reports. (sources say)""","""Kyrie Irving update, breaking news""",native_video,https://www.facebook.com/bleacherreport/posts/10154110000000275,"June 04, 2016 04:45",30718,41528,17774,15389,3158,9874,31380,28080
7331091005_10154110000000276,"""Russell Westbrook delivers a clutch performance in the final minutes. (reportedly)""","""Russell Westbrook update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000276,2016-06-04 05:00:00,36772,45495,43758,7540,44544,5242,31804,1240
7331091005_10154110000000277,"""Stephen Curry opts out of his contract, testing free agency this summer. (via Twitter)""","""Stephen Curry update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000277,2016/06/03 01:33,38793,8401,24093,40399,26002,35836,43177,28758
7331091005_10154110000000278,"""LeBron James opts out of his contract, testing free agency this summer. (sources say)""","""LeBron James update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000278,2016-06-02 02:32:00,47990,4299,14543,38454,32185,25860,32482,45778
7331091005_10154110000000279,"""Derrick Rose suffers an injury ahead of the playoffs, sources say. (sources say)""","""Derrick Rose update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000279,2016-06-03 20:27:00,21293,36277,45646,20547,23618,8367,14989,32485
7331091005_10154110000000280,"""Kawhi Leonard will likely be the No. 1 pick of the NBA Draft, but who should it be? (via NBA TV)""","""Kawhi Leonard update, breaking news""",Timeline Photos,https://www.facebook.com/bleacherreport/posts/10154110000000280,"June 03, 2016 20:40",7004,39473,14967,21239,23680,22647,3822,31117
7331091005_10154110000000281,"""Kawhi Leonard was traded last night, and fans are still reacting. (sources say)""","""Kawhi Leonard update, breaking news""",link,https://www.facebook.com/bleacherreport/posts/10154110000000281,"June 02, 2016 16:47",27388,30781,36664,1716,34912,14296,33104,29486
